master: 	/dev/CMSSW_7_4_0/50nsHLT/V215																																							  1 072.0	±		Hz	STEAM rates evaluated on the Spring'15 samples, corresponding to a luminoity of 5e33 cm⁻²s⁻¹ with the menu
menu:	/frozen/2015/50ns_5e33/v2.1/HLT/V5																																											/dev/CMSSW_7_4_0/50nsGRun/V116
								Old L1		L1 prescales								HLT prescales								Total prescales																		
A	DoubleEG	HLT_ECALHT800_v1	EXO	yes	CMSHLT-201 (only for 7e33)	L1_HTT150 OR L1_HTT175 OR L1_ETM70		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   4.9	±	   1.5	Hz	group: exotica, rate: 2.6Hz at 1.4E34, 1+/-0.2Hz at 0.7E34 measured on 40bx25 and 20bx25 Fall13dr MC in 723 with MCRUN2_72_V3A GT, type: signal + backup , approval: https://indico.cern.ch/event/351559/contribution/1/9/material/slides/2.pdf, description: Catch all trigger for exotic EM rich events. Designed as both speculative signal (lots of soft electrons, photons) and insurance against L1/ HLT reco failures for TeV objects. It is the sum of ECAL Et of CaloTowers with EM Et> 1.5 GeV, , ,
A	DoubleEG	HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV0p54PF_v2	SUSY	yes	CMSHLT-167, mod. CMSHLT-216, CMSHLT-293, CMSHLT-405	L1_Jet32_MuOpen_EG10_MuEGNotWdPhi3_JetMuWdPhi1		   80										   2	   2	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	SUSY PAG, control trigger for measuring electron fake rate
A	DoubleEG	HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v2	SUSY	yes	CMSHLT-189, mod CMSHLT-331	L1_SingleEG10		  10 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	group : SUSY, type : control, description : path for fake-ratio measurement
A	DoubleEG	HLT_Ele12_CaloIdL_TrackIdL_IsoVL_v2	Higgs	yes	CMSHLT-147, mod CMSHLT-331	L1_SingleEG10		  10 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	group : HIG, type : control, description : path for efficiency measurement, similar to the Ele12 leg of HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL and HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL
A	DoubleEG	HLT_Ele12_CaloIdM_TrackIdM_PFJet30_v2	SUSY	yes	CMSHLT-293	L1_SingleEG10		  10 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	group : SUSY, type : control, description : path for fake-ratio measurement, similar to the Ele leg of HLT_DoubleEle8_CaloIdM_TrkIdM_Mass8_PFHT300 and HLT_Mu8_Ele8_CaloIdM_TrkIdM_Mass8_PFHT300
A	DoubleEG	HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL_v2	Higgs	yes	CMSHLT-147, mod CMSHLT-331	L1_TripleEG_14_10_8		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   2.0	±	   0.3	Hz	group : HIG, type : signal, description : non-isolated triple electron path, designed for H->ZZ*->4e
A	DoubleEG	HLT_Ele17_CaloIdL_TrackIdL_IsoVL_v1	Higgs	yes	CMSHLT-369	L1_SingleEG15		  8 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	group : HIG, type : control, description : path for efficiency measurement, similar to the Ele23 leg of HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL and HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL
A	DoubleEG	HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v2	Higgs, SMP	yes	CMSHLT-213 (only for 7e33), mod CMSHLT-331	L1_DoubleEG_15_10		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   6.4	±	   0.6	Hz	group : HIG, type : signal, description : double electron path with isolation and DZ cut, designed for H->ZZ*->4l and H->WW
A	DoubleEG	HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_v2	Higgs, SMP	yes	CMSHLT-213 (only for 7e33), mod CMSHLT-331	L1_DoubleEG_15_10		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   3.1	±	   0.6	Hz	group : HIG, type : control, description : similar to HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL, except for the lack of a DZ cut
A	DoubleEG	HLT_Ele18_CaloIdL_TrackIdL_IsoVL_PFJet30_v2	SUSY	yes	CMSHLT-189, mod CMSHLT-331	L1_SingleEG10		  10 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	group : SUSY, type : control, description : path for fake-ratio measurement
A	DoubleEG	HLT_Ele18_CaloIdM_TrackIdM_PFJet30_v2	SUSY	yes	CMSHLT-293	L1_SingleEG10		  10 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	group : SUSY, type : control, description : path for fake-ratio measurement, similar to the Ele leg of HLT_DoubleEle8_CaloIdM_TrkIdM_Mass8_PFHT300 and HLT_Mu8_Ele8_CaloIdM_TrkIdM_Mass8_PFHT300
A	DoubleEG	HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v2	SUSY	yes	CMSHLT-189, mod CMSHLT-331	L1_SingleEG20		  2 000										   2	   2	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group : SUSY, type : control, description : path for fake-ratio measurement
A	DoubleEG	HLT_Ele23_CaloIdL_TrackIdL_IsoVL_v2	Higgs	yes	CMSHLT-147, mod CMSHLT-331	L1_SingleEG20		  2 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.3	±	   0.0	Hz	group : HIG, type : control, description : path for efficiency measurement, similar to the Ele23 leg of HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL and HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL
A	DoubleEG	HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v2	SUSY	yes	CMSHLT-293	L1_SingleEG20		  2 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group : SUSY, type : control, description : path for fake-ratio measurement, similar to the Ele leg of HLT_DoubleEle8_CaloIdM_TrkIdM_Mass8_PFHT300 and HLT_Mu8_Ele8_CaloIdM_TrkIdM_Mass8_PFHT300
A	DoubleEG	HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v2	Higgs,Top, SMP,B2G	yes	CMSHLT-147, mod CMSHLT-331	L1_DoubleEG_22_10		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   5.2	±	   0.5	Hz	group : HIG, type : signal, description : double electron path with isolation and DZ cut, designed for H->ZZ*->4l and H->WW
A	DoubleEG	HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_v2	Higgs,Top, SMP	yes	CMSHLT-147, mod CMSHLT-331	L1_DoubleEG_22_10		   1										   5	   5	   5	   5	   5	   5	   5		0	0	0	0	0	0	0			ms		±		Hz	   3.0	±	   0.3	Hz	group : HIG, type : control, description : similar to HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL, except for the lack of a DZ cut
A	DoubleEG	HLT_Ele25WP60_Ele8_Mass55_v2	HIG	yes	CMSHLT-95, mod CMSHLT-326	L1_SingleEG25		   1										   2	   2	   2	   2	   2	   2	   2		0	0	0	0	0	0	0			ms		±		Hz	   5.9	±	   0.2	Hz	group : HIG, type : signal, description : double electron path with isolation, designed for the HZZ4L analysis
A	DoubleEG	HLT_Ele25WP60_SC4_Mass55_v2	E/Gamma	yes	CMSHLT-95, mod CMSHLT-326	L1_SingleEG25		   1										   4	   4	   4	   4	   4	   4	   4		0	0	0	0	0	0	0			ms		±		Hz	   8.1	±	   0.6	Hz	group : HIG, type : signal, description : double electron path with isolation, designed for the HZZ4L analysis
A	DoubleEG	HLT_Ele33_CaloIdL_TrackIdL_IsoVL_PFJet30_v2	SUSY	yes	CMSHLT-189, mod CMSHLT-331	L1_SingleEG20		  2 000										   2	   2	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group : SUSY, type : control, description : path for fake-ratio measurement, similar to the Ele leg of HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL and HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_Iso
A	DoubleEG	HLT_Ele33_CaloIdM_TrackIdM_PFJet30_v2	SUSY	yes	CMSHLT-293	L1_SingleEG20		  2 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group : SUSY, type : control, description : path for fake-ratio measurement, similar to the Ele leg of HLT_DoubleEle8_CaloIdM_TrkIdM_Mass8_PFHT300 and HLT_Mu8_Ele8_CaloIdM_TrkIdM_Mass8_PFHT300
A	DoubleEG	HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v2	SUSY	yes	CMSHLT-293	L1_SingleEG10 OR L1_SingleEG5		  10 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	group : SUSY, type : control, description : path for fake-ratio measurement, similar to the Ele leg of HLT_DoubleEle8_CaloIdM_TrkIdM_Mass8_PFHT300 and HLT_Mu8_Ele8_CaloIdM_TrkIdM_Mass8_PFHT300
A	DoubleEG	HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60_v2	EXO	yes	CMSHLT-142	L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10		   1										   150	   150	   150	   150	   150	   150	   150		0	0	0	0	0	0	0			ms		±		Hz	   0.0	±	   1.0	Hz	group: EXO long-lived, rate: prescaled to 0.1 Hz, type: control, description: control trigger for HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15_v1, approval: https://indico.cern.ch/event/338306/contribution/21/material/slides/0.pdf
A	DoubleEG	HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15_v2	EXO	yes	CMSHLT-142	L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   10.1	±	   0.3	Hz	group: EXO long-lived, expected rate: 4.1 Hz, type: signal, description: variant of Higgs resonant trigger with |eta|<2.0 and mass cut lowered to 15 for lower-mass long-lived particle searches, approval: https://indico.cern.ch/event/338306/contribution/21/material/slides/0.pdf
A	DoubleMuon	HLT_DoubleMu18NoFiltersNoVtx_v1	EXO(long-lived)	yes	CMSHLT-310	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   60	   60	   60	   60	   60	   60	   60		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	
A	DoubleMuon	HLT_DoubleMu23NoFiltersNoVtxDisplaced_v1	EXO (long-lived)	yes	CMSHLT-140	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.3	±	   0.0	Hz	group: EXO,DisplacedSUSY, - rate: 4.14 Hz( 25ns,PU20, 13TeV MC), - type: signal, - approval: https://indico.cern.ch/event/336052/contribution/4/material/slides/0.pdf, - description: Double Muon HLT path for DisplacedSUSY, which is searching for muons with large impact parameters. Vertex constraints have been removed.
A	DoubleMuon	HLT_DoubleMu28NoFiltersNoVtxDisplaced_v1	EXO (long-lived)	yes	CMSHLT-140	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group: EXO,DisplacedSUSY, - rate: 2.57 Hz( 25ns,PU20, 13TeV MC), - type: backup, - approval: https://indico.cern.ch/event/336052/contribution/4/material/slides/0.pdf, - description: Double Muon HLT path for DisplacedSUSY, which is searching for muons with large impact parameters. Vertex constraints have been removed.
A	DoubleMuon	HLT_DoubleMu33NoFiltersNoVtx_v1	EXO (long-lived)	yes	CMSHLT-97	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.8	±	   0.0	Hz	group: EXO,DisplacedSUSY, - rate: 4.14 Hz( 25ns,PU20, 13TeV MC), - type: signal, - approval: https://indico.cern.ch/event/336052/contribution/4/material/slides/0.pdf, - description: Double Muon HLT path for DisplacedSUSY, which is searching for muons with large impact parameters. Vertex constraints have been removed.
A	DoubleMuon	HLT_DoubleMu38NoFiltersNoVtx_v1	EXO (long-lived)	yes	CMSHLT-97	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.5	±	   0.0	Hz	group: EXO,DisplacedSUSY, - rate: 2.57 Hz( 25ns,PU20, 13TeV MC), - type: backup, - approval: https://indico.cern.ch/event/336052/contribution/4/material/slides/0.pdf, - description: Double Muon HLT path for DisplacedSUSY, which is searching for muons with large impact parameters. Vertex constraints have been removed.
A	DoubleMuon	HLT_DoubleMu8_Mass8_PFHT300_v2	SUSY	yes	CMSHLT-167	L1_Mu6_HTT150 OR L1_Mu8_HTT125 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   2.0	±	   0.1	Hz	SUSY PAG, signal trigger for discovery analysis
A	DoubleMuon	HLT_L2DoubleMu23_NoVertex_v1	EXO (long-lived)	yes	CMSHLT-103	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   100	   100	   100	   100	   100	   100	   100		0	0	0	0	0	0	0			ms		±		Hz	   0.0	±	   0.0	Hz	
A	DoubleMuon	HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10_v1	EXO (long-lived)	yes	CMSHLT-103	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.8	±	   0.0	Hz	group: EXO, expected rate: 3.3 Hz, type: signal, description: at least 2 L2 28 GeV muons with no vertex constraint, at least 2 muon chambers, 3D angle less than 2.5, and invariant mass at least 10
A	DoubleMuon	HLT_L2DoubleMu38_NoVertex_2Cha_Angle2p5_Mass10_v1	EXO (long-lived)	yes	CMSHLT-103	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.3	±	   0.0	Hz	group: EXO, expected rate: 1.6 Hz, type: backup, description: at least 2 L2 28 GeV muons with no vertex constraint, at least 2 muon chambers, 3D angle less than 2.5, and invariant mass at least 10
A	DoubleMuon	HLT_Mu10_CentralPFJet30_BTagCSV0p54PF_v2	SUSY	yes	CMSHLT-167, mod. CMSHLT-216, CMSHLT-405	L1_Jet32_DoubleMu_Open_10_MuMuNotWdPhi23_JetMuWdPhi1		   5										   22	   18	   13	   9	   4	   2	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	SUSY PAG, control trigger for measuring muon fake rate
A	DoubleMuon	HLT_Mu17_Mu8_DZ_v1	Top, Higgs, SMP	yes	CMSHLT-162	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   50	   40	   30	   20	   10	   5	   3		0	0	0	0	0	0	0			ms		±		Hz	   0.4	±	   0.0	Hz	group: Muon
A	DoubleMuon	HLT_Mu17_Mu8_SameSign_DPhi_v1	Higgs	yes	CMHSLT-163	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   2.1	±	   0.2	Hz	group: Higgs
A	DoubleMuon	HLT_Mu17_Mu8_SameSign_v1	Higgs, B2G	yes	CMHSLT-163	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   5.2	±	   0.2	Hz	group: Muon
A	DoubleMuon	HLT_Mu17_TkMu8_DZ_v2	Top, Higgs, SMP	yes	CMSHLT-162	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   50	   40	   30	   20	   10	   5	   3		0	0	0	0	0	0	0			ms		±		Hz	   0.5	±	   0.0	Hz	group: Muon
A	DoubleMuon	HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_v2	Top, Higgs, SMP, B2G	yes	CMSHLT-162	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   6.8	±	   0.6	Hz	group: Muon
A	DoubleMuon	HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v2	Muon, SMP	yes	CMSHLT-64, updated by CMSHLT-86, CMSHLT-162	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   50	   40	   30	   20	   10	   5	   3		0	0	0	0	0	0	0			ms		±		Hz	   0.2	±	   0.0	Hz	group: Muon
A	DoubleMuon	HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_DZ_v2	Top, Higgs, SMP, B2G	yes	CMSHLT-162	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   7.0	±	   0.5	Hz	group: Muon
A	DoubleMuon	HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_v2	Muon	yes	CMSHLT-64, updated by CMSHLT-86, CMSHLT-162	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   50	   40	   30	   20	   10	   5	   3		0	0	0	0	0	0	0			ms		±		Hz	   0.3	±	   0.0	Hz	group: Muon
A	DoubleMuon	HLT_Mu17_TrkIsoVVL_v2	SUSY, Higgs	yes	CMSHLT-129	L1_SingleMu12		  1 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.3	±	   0.0	Hz	group: muon
A	DoubleMuon	HLT_Mu17_v1		yes	CMSHLT-293	L1_SingleMu12		  1 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.5	±	   0.0	Hz	
A	DoubleMuon	HLT_Mu24_TrkIsoVVL_v2	SUSY	yes	CMSHLT-129	L1_SingleMu16		   1										  1 600	  1 280	   960	   640	   320	   160	   80		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group: muon
A	DoubleMuon	HLT_Mu24_v1	EXO	yes	CMSHLT-293	L1_SingleMu16		   1										  2 100	  1 680	  1 260	   840	   420	   210	   210		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	
A	DoubleMuon	HLT_Mu27_TkMu8_v2	EXO,B2G (double mu)	yes	CMSHLT-195	L1_SingleMu16 OR L1_SingleMu25		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   11.6	±	   0.1	Hz	Group: EXO, Rate: < 1 Hz, Type: Control, Description: Path that selects one global muon and one tracker muon., For boosted dimuon topologies. This one is prescaled.
A	DoubleMuon	HLT_Mu30_TkMu11_v2	EXO (double mu), B2G	yes	CMSHLT-84 updated by CMSHLT-195	L1_SingleMu16 OR L1_SingleMu25		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   6.9	±	   0.1	Hz	Group: EXO, Rate: 25 Hz (1.4E34, 25ns), Type: Signal, Description: Path that selects one global muon and one tracker muon., For boosted dimuon topologies.
A	DoubleMuon	HLT_Mu34_TrkIsoVVL_v2	SUSY	yes	CMSHLT-129	L1_SingleMu20		   1										   420	   336	   252	   168	   84	   42	   21		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group: muon
A	DoubleMuon	HLT_Mu34_v1		yes	CMSHLT-293	L1_SingleMu20		   1										   560	   448	   336	   224	   112	   56	   28		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	
A	DoubleMuon	HLT_Mu40_TkMu11_v2	EXO (double mu)	yes	CMSHLT-195	L1_SingleMu16 OR L1_SingleMu25		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   3.8	±	   0.1	Hz	Group: EXO, Rate: 20 Hz (1.4E34, 25ns), Type: Backup, Description: Path that selects one global muon and one tracker muon., For boosted dimuon topologies. This is the backup path of HLT_Mu30_TkMu11
A	DoubleMuon	HLT_Mu8_TrkIsoVVL_v2	SUSY, Higgs	yes	CMSHLT-129	L1_SingleMu5		   250										   10	   8	   6	   4	   2	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   3.9	±	   1.2	Hz	group: SUSY, muon, rate: tbd , type: control, description: control trigger to compute fake-rates
A	DoubleMuon	HLT_Mu8_v1		yes	CMSHLT-293	L1_SingleMu5		   250										   10	   8	   6	   4	   2	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   5.3	±	   1.3	Hz	
A	DoubleMuon	HLT_TripleMu_12_10_5_v1	Higgs	yes	CMSHLT-147	L1_TripleMu_5_5_3		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   2.2	±	   0.5	Hz	
A	DoubleMuon	HLT_TrkMu15_DoubleTrkMu5NoFiltersNoVtx_v2	EXO,SUSY	yes	CMSHLT-268	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.9	±	   0.0	Hz	group: EXO PAG, rate: 1.3Hz @ 7e33, type: EXO trigger, description: trigger for Dark SUSY + NMSSM searches with displaced muons, , Most recent presentation in TSG: https://indico.cern.ch/event/376575/contribution/0/9/material/slides/0.pdf
A	DoubleMuon	HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx_v2	EXO,SUSY	yes	CMSHLT-268	L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   0.7	±	   0.0	Hz	group: EXO PAG, rate: <1Hz @ 7e33, type: EXO trigger, description: trigger for Dark SUSY + NMSSM searches with displaced muons (backup), , Most recent presentation in TSG: https://indico.cern.ch/event/376575/contribution/0/9/material/slides/0.pdf
A	DoubleMuonLowMass	HLT_DoubleMu4_LowMassNonResonantTrk_Displaced_v2	BPH	yes	CMSHLT-82	L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu_10_0_WdEta18		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   45.5	±	   3.5	Hz	group: BPH, - exp rate at 1.4E34: 42 Hz, - type: signal, - description: B studies
A	HcalHPDNoise	HLT_GlobalRunHPDNoise_v1		yes	CMSHLT-306	L1_SingleJetC20_NotBptxOR		   10										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	
A	HcalHPDNoise	HLT_L1Tech_HBHEHO_totalOR_v1		yes	CMSHLT-306	11 OR 12		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	
A	HcalHPDNoise	HLT_L1Tech_HCAL_HF_single_channel_v1		yes	CMSHLT-306	8		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	
